,epochs,batch_size,learning_rate,training_time,val_loss,val_categorical,val_precision,val_recall,val_auc
0,3,16,0.1,1091.6386907100677,4.648295879364014,0.09828571230173111,0.3333333432674408,0.021714285016059875,0.7993022799491882
1,3,32,0.1,937.8824961185455,3.1283345222473145,0.33523809909820557,0.6184509992599487,0.20685714483261108,0.898189902305603
2,3,64,0.1,878.675451040268,2.0622551441192627,0.5283809304237366,0.7254641652107239,0.4167619049549103,0.9425258636474609
3,5,16,0.1,1796.9900872707367,16.488473892211914,0.260190486907959,0.268302321434021,0.2582857012748718,0.6635018587112427
4,5,32,0.1,1535.4645411968231,1.4419646263122559,0.6700952649116516,0.8460680246353149,0.5779047608375549,0.9640274047851562
5,5,64,0.1,1483.6252143383026,1.0777236223220825,0.7459047436714172,0.8596986532211304,0.6956190466880798,0.9706445932388306
6,7,16,0.1,2497.8809773921967,4.147897170424496e+18,0.5851428508758545,0.595339834690094,0.5839999914169312,0.8436214327812195
7,7,32,0.1,2153.476545572281,1.158544898033142,0.7382857203483582,0.8376534581184387,0.701714277267456,0.9638029932975769
8,7,64,0.1,2007.385090827942,0.7870028018951416,0.8182857036590576,0.8747363686561584,0.7900952100753784,0.9777398705482483
9,3,16,0.01,1114.2833518981934,1.2491413354873657,0.7161904573440552,0.8586734533309937,0.6411428451538086,0.9677350521087646
10,3,32,0.01,950.9948258399963,0.6368199586868286,0.8468571305274963,0.9178556203842163,0.8087618947029114,0.9848389029502869
11,3,64,0.01,894.8001413345337,0.49504798650741577,0.8834285736083984,0.920880913734436,0.8601904511451721,0.9874495267868042
12,5,16,0.01,1834.5704262256622,0.6243521571159363,0.8636190295219421,0.918196976184845,0.8380952477455139,0.9816613793373108
13,5,32,0.01,1567.9749841690063,0.4482137858867645,0.9043809771537781,0.9268485307693481,0.8929523825645447,0.9869570136070251
14,5,64,0.01,1454.1308944225311,0.34752488136291504,0.9295238256454468,0.947079598903656,0.9203809499740601,0.9887093305587769
15,7,16,0.01,2598.332721710205,0.47061607241630554,0.9043809771537781,0.9340484738349915,0.8956190347671509,0.984286367893219
16,7,32,0.01,2175.617919445038,0.4320462644100189,0.91695237159729,0.9403219223022461,0.9123809337615967,0.9860329627990723
17,7,64,0.01,2019.976031780243,0.32048800587654114,0.9379047751426697,0.955165684223175,0.9333333373069763,0.9892999529838562
18,3,16,0.001,1139.774347782135,0.2143276333808899,0.9508571624755859,0.9599844813346863,0.9413333535194397,0.9946409463882446
19,3,32,0.001,958.356584072113,0.16517089307308197,0.9672380685806274,0.9757038354873657,0.9638095498085022,0.995030403137207
20,3,64,0.001,893.9799304008484,0.1528513878583908,0.9699047803878784,0.9765474796295166,0.9676190614700317,0.9959867596626282
21,5,16,0.001,1864.5955712795258,0.22093555331230164,0.9588571190834045,0.9625095725059509,0.958476185798645,0.9936975240707397
22,5,32,0.001,1590.5756163597107,0.15514332056045532,0.9718095064163208,0.9755070805549622,0.9710476398468018,0.9946565628051758
23,5,64,0.001,1450.8892920017242,0.1495930552482605,0.9786666631698608,0.9824024438858032,0.9782857298851013,0.9956110715866089
24,7,16,0.001,2655.529814720154,0.24653556942939758,0.9622856974601746,0.9666538834571838,0.9607619047164917,0.9923638701438904
25,7,32,0.001,2195.3144795894623,0.17811758816242218,0.9752380847930908,0.9762997031211853,0.9729523658752441,0.9944664239883423
26,7,64,0.001,2026.6521492004395,0.1624593436717987,0.9790475964546204,0.9805120229721069,0.9775238037109375,0.9956105947494507
